,title,studio,domestic_gross,foreign_gross,year
1430,Becoming Traviata,Distrib.,62700,0,2013-01-01
1431,Sightseers,IFC,61800,0,2013-01-01
1432,The Canyons,IFC,56800,0,2013-01-01
1433,Table No. 21,Eros,46700,0,2013-01-01
1434,Wish You Were Here (2013),EOne,46300,0,2013-01-01
1435,A Glimpse Inside the Mind of Charles Swan III,A24,45400,0,2013-01-01
1436,The We and the I,P/108,42200,0,2013-01-01
1437,Killing Season,MNE,39900,0,2013-01-01
1438,Post Tenebras Lux,Strand,39200,0,2013-01-01
1439,Rising From Ashes,FRun,38600,0,2013-01-01
1440,Berberian Sound Studio,IFC,38500,0,2013-01-01
1441,Ip Man: The Final Fight,WGUSA,37900,0,2013-01-01
1442,Redemption (2013),RAtt.,36900,0,2013-01-01
1443,Camille Claudel 1915,KL,35300,0,2013-01-01
1444,Bastards,IFC,24500,0,2013-01-01
1445,Paradise: Love,Strand,24300,0,2013-01-01
1446,Our Children,Distrib.,23200,0,2013-01-01
1447,V/H/S/2,Magn.,21800,0,2013-01-01
1448,The Look of Love,IFC,21300,0,2013-01-01
1449,The Painting (2013),GK,21000,0,2013-01-01
1450,Terraferma,Cohen,20000,0,2013-01-01
1451,Love and Honor (2013),IFC,19700,0,2013-01-01
1452,Nostalghia,KL,18800,0,2013-01-01
1453,Casting By,SD,18200,0,2013-01-01
1454,Violet & Daisy,Cdgm.,17200,0,2013-01-01
1455,Jayne Mansfield's Car,Anch.,14800,0,2013-01-01
1456,A Wedding Invitation,CJ,14400,0,2013-01-01
1457,Red Obsession,A23,13200,0,2013-01-01
1458,The Selfish Giant,IFC,12200,0,2013-01-01
1459,Charlie Countryman,MNE,11700,0,2013-01-01
1460,Just Like a Woman,Cohen,11400,0,2013-01-01
1461,So Young,CL,11200,0,2013-01-01
1462,In the Name Of,FM,9900,0,2013-01-01
1463,InchAllah (U.S. only),EOne,9800,0,2013-01-01
1464,Welcome to the Punch,IFC,9700,0,2013-01-01
1465,Clandestine Childhood,IFC,9000,0,2013-01-01
1466,Argento's Dracula 3D,IFC,8100,0,2013-01-01
1467,Finding Mr. Right,CL,6900,0,2013-01-01
1468,Paradise: Hope,Strand,6700,0,2013-01-01
1469,Paradise: Faith,Strand,6500,0,2013-01-01
1470,The Guillotines,WGUSA,5300,0,2013-01-01
1471,The Stroller Strategy,Rialto,3500,0,2013-01-01
1472,What Richard Did,Trib.,2700,0,2013-01-01
1473,Caught in the Web,Vita.,1100,0,2013-01-01
1474,I Spit on Your Grave 2,Anch.,800,0,2013-01-01
1475,Into the White,Magn.,700,0,2013-01-01
1476,Storage 24,Magn.,100,0,2013-01-01
1477,Transformers: Age of Extinction,Par.,245400000,858600000,2014-01-01
1478,The Hobbit: The Battle of the Five Armies,WB (NL),255100000,700900000,2014-01-01
1479,Guardians of the Galaxy,BV,333200000,440200000,2014-01-01
1480,Maleficent,BV,241400000,517100000,2014-01-01
1481,The Hunger Games: Mockingjay - Part 1,LGF,337100000,418200000,2014-01-01
1482,X-Men: Days of Future Past,Fox,233900000,513900000,2014-01-01
1483,Captain America: The Winter Soldier,BV,259800000,454500000,2014-01-01
1484,Dawn of the Planet of the Apes,Fox,208500000,502100000,2014-01-01
1485,The Amazing Spider-Man 2,Sony,202900000,506100000,2014-01-01
1486,Interstellar,Par.,188000000,489400000,2014-01-01
1487,Big Hero 6,BV,222500000,435300000,2014-01-01
1488,How to Train Your Dragon 2,Fox,177000000,444500000,2014-01-01
1489,American Sniper,WB,350100000,197300000,2014-01-01
1490,Godzilla (2014),WB,200700000,328400000,2014-01-01
1491,Rio 2,Fox,131500000,368600000,2014-01-01
1492,Teenage Mutant Ninja Turtles (2014),Par.,191200000,302100000,2014-01-01
1493,The LEGO Movie,WB,257800000,211400000,2014-01-01
1494,Lucy,Uni.,126700000,336700000,2014-01-01
1495,Penguins of Madagascar,Fox,83400000,289700000,2014-01-01
1496,Edge of Tomorrow,WB,100200000,270300000,2014-01-01
1497,Gone Girl,Fox,167800000,201600000,2014-01-01
1498,Night at the Museum: Secret of the Tomb,Fox,113700000,249500000,2014-01-01
1499,Noah,Par.,101200000,261399999,2014-01-01
1500,The Maze Runner,Fox,102400000,245900000,2014-01-01
1501,300: Rise of An Empire,WB,106600000,231000000,2014-01-01
1502,22 Jump Street,Sony,191700000,139600000,2014-01-01
1503,The Fault in our Stars,Fox,124900000,182300000,2014-01-01
1504,Divergent,LG/S,150900000,137900000,2014-01-01
1505,Mr. Peabody & Sherman,Fox,111500000,164200000,2014-01-01
1506,Neighbors,Uni.,150200000,120500000,2014-01-01
1507,Exodus: Gods and Kings,Fox,65000000,203200000,2014-01-01
1508,Annabelle,WB (NL),84300000,172800000,2014-01-01
1509,Hercules (2014),Par.,72700000,172100000,2014-01-01
1510,RoboCop (2014),Sony,58600000,184100000,2014-01-01
1511,The Imitation Game,Wein.,91100000,142400000,2014-01-01
1512,Non-Stop,Uni.,92200000,130600000,2014-01-01
1513,Dracula Untold,Uni.,56300000,160800000,2014-01-01
1514,The Expendables 3,LGF,39300000,175300000,2014-01-01
1515,Into the Woods,BV,128000000,85100000,2014-01-01
1516,Fury (2014),Sony,85800000,126000000,2014-01-01
1517,Journey to the West,Magn.,18100,205600000,2014-01-01
1518,Need for Speed,BV,43600000,159700000,2014-01-01
1519,The Other Woman (2014),Fox,83900000,112800000,2014-01-01
1520,The Equalizer,Sony,101500000,90800000,2014-01-01
1521,Breakup Buddies,CL,778000,188200000,2014-01-01
1522,The Grand Budapest Hotel,FoxS,59300000,115500000,2014-01-01
1523,Dumb and Dumber To,Uni.,86200000,83600000,2014-01-01
1524,Unbroken,Uni.,115600000,47800000,2014-01-01
1525,Into The Storm,WB (NL),47600000,114100000,2014-01-01
1526,The Monuments Men,Sony,78000000,77000000,2014-01-01
1527,Ride Along,Uni.,134900000,19500000,2014-01-01
1528,Planes: Fire & Rescue,BV,59200000,92200000,2014-01-01
1529,Let's Be Cops,Fox,82400000,55800000,2014-01-01
1530,Jack Ryan: Shadow Recruit,Par.,50600000,84900000,2014-01-01
1531,Annie (2014),Sony,85900000,47900000,2014-01-01
1532,Blended,WB,46300000,81700000,2014-01-01
1533,Sex Tape,Sony,38500000,87500000,2014-01-01
1534,The Theory of Everything,Focus,35900000,87800000,2014-01-01
1535,The Nut Job,ORF,64300000,56600000,2014-01-01
1536,The Wind Rises,BV,5200000,112700000,2014-01-01
1537,Pompeii,TriS,23200000,94600000,2014-01-01
1538,The Admiral: Roaring Currents,CJ,2600000,109600000,2014-01-01
1539,The Purge: Anarchy,Uni.,72000000,40000000,2014-01-01
1540,The Boxtrolls,Focus,50800000,58400000,2014-01-01
1541,Horrible Bosses 2,WB,54400000,53200000,2014-01-01
1542,Ouija,Uni.,50900000,52700000,2014-01-01
1543,Birdman,FoxS,42300000,60900000,2014-01-01
1544,Transcendence,WB,23000000,80000000,2014-01-01
1545,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,67000000,34400000,2014-01-01
1546,Heaven is for Real,TriS,91400000,9900000,2014-01-01
1547,Tammy,WB (NL),84500000,16000000,2014-01-01
1548,P.K.,UTV,10600000,89800000,2014-01-01
1549,The Book of Life (2014),Fox,50200000,49600000,2014-01-01
1550,Paranormal Activity: The Marked Ones,Par.,32500000,58400000,2014-01-01
1551,The Hundred-Foot Journey,BV,54200000,34600000,2014-01-01
1552,John Wick,LG/S,43000000,45700000,2014-01-01
1553,Deliver Us From Evil,SGem,30600000,57400000,2014-01-01
1554,A Million Ways to Die in the West,Uni.,43100000,44100000,2014-01-01
1555,Snowpiercer,RTWC,4600000,82200000,2014-01-01
1556,Step Up All In,LG/S,14900000,71300000,2014-01-01
1557,The Judge,WB,47100000,37300000,2014-01-01
1558,Muppets Most Wanted,BV,51200000,29200000,2014-01-01
1559,If I Stay,WB (NL),50500000,28400000,2014-01-01
1560,"I, Frankenstein",LGF,19100000,52100000,2014-01-01
1561,The Attorney,WGUSA,557000,70000000,2014-01-01
1562,Think Like a Man Too,SGem,65200000,5000000,2014-01-01
1563,Brick Mansions,Rela.,20400000,48500000,2014-01-01
1564,Stalingrad (2014),Sony,1000000,67099999,2014-01-01
1565,Son of God,Fox,59700000,8100000,2014-01-01
1566,Jersey Boys,WB,47000000,20600000,2014-01-01
1567,The Giver,Wein.,45100000,21900000,2014-01-01
1568,Selma,Par.,52100000,14700000,2014-01-01
1569,God's Not Dead,Free,60800000,3900000,2014-01-01
1570,Thunder and the House of Magic!,Shout!,4100,64200000,2014-01-01
1571,Begin Again,Wein.,16200000,47300000,2014-01-01
1572,The Legend of Hercules,LG/S,18800000,42400000,2014-01-01
1573,Evangelion: 3.0 You Can (Not) Redo,Elev.,175000,60300000,2014-01-01
1574,Dolphin Tale 2,WB,42000000,15800000,2014-01-01
1575,St. Vincent,Wein.,44100000,10700000,2014-01-01
1576,No Good Deed (2014),SGem,52500000,1800000,2014-01-01
1577,A Walk Among the Tombstones,Uni.,26300000,26900000,2014-01-01
1578,3 Days to Kill,Rela.,30700000,21900000,2014-01-01
1579,Wild (2014),FoxS,37900000,14600000,2014-01-01
1580,Magic in the Moonlight,SPC,10500000,40500000,2014-01-01
1581,Dragon Ball Z: Battle of Gods,SV,2600000,47800000,2014-01-01
1582,About Last Night (2014),SGem,48600000,365000,2014-01-01
1583,Whiplash,SPC,13100000,35900000,2014-01-01
1584,Chef,ORF,31400000,14500000,2014-01-01
1585,Earth to Echo,Rela.,38900000,6400000,2014-01-01
1586,Boyhood,IFC,25400000,19100000,2014-01-01
1587,Oculus,Rela.,27700000,16300000,2014-01-01
1588,Bang Bang,FIP,2500000,39500000,2014-01-01
1589,As Above/So Below,Uni.,21300000,20600000,2014-01-01
1590,This is Where I Leave You,WB,34300000,7000000,2014-01-01
1591,That Awkward Moment,Focus,26100000,14400000,2014-01-01
1592,Frank Miller's Sin City: A Dame to Kill For,W/Dim.,13800000,25600000,2014-01-01
1593,The Gambler,Par.,33700000,5600000,2014-01-01
1594,Million Dollar Arm,BV,36500000,2800000,2014-01-01
1595,Nightcrawler,ORF,32400000,6300000,2014-01-01
1596,Devil's Due,Fox,15800000,21100000,2014-01-01
1597,A Most Wanted Man,RAtt.,17200000,19000000,2014-01-01
1598,The Best of Me,Rela.,26800000,9200000,2014-01-01
1599,Endless Love (2014),Uni.,23400000,11300000,2014-01-01
1600,Get On Up,Uni.,30700000,2700000,2014-01-01
1601,The November Man,Rela.,25000000,7500000,2014-01-01
1602,The Pirates,WGUSA,416000,32100000,2014-01-01
1603,Winter's Tale,WB,12600000,18500000,2014-01-01
1604,When the Game Stands Tall,TriS,30100000,0,2014-01-01
1605,Draft Day,LG/S,28800000,620000,2014-01-01
1606,Big Eyes,Wein.,14500000,14800000,2014-01-01
1607,The Divine Move,CJ,137000,27800000,2014-01-01
1608,Top Five,Par.,25300000,800000,2014-01-01
1609,Iceman (2014),WGUSA,7700,26000000,2014-01-01
1610,And So It Goes,CE,15200000,10200000,2014-01-01
1611,On the Other Side of the Tracks,Wein.,9600,25100000,2014-01-01
1612,The Players,Wein.,10900,24600000,2014-01-01
1613,The Tale of The Princess Kaguya,GK,703000,23500000,2014-01-01
1614,A Haunted House 2,ORF,17300000,6600000,2014-01-01
1615,The Railway Man,Wein.,4400000,17900000,2014-01-01
1616,Mr. Turner,SPC,4000000,18200000,2014-01-01
1617,The Suspect (2014),WGUSA,219000,21400000,2014-01-01
1618,Bears,BV,17800000,3500000,2014-01-01
1619,Yves Saint Laurent,Wein.,724000,20300000,2014-01-01
1620,Labor Day,Par.,13400000,6900000,2014-01-01
1621,"Like Father, Like Son (2014)",IFC,335000,19600000,2014-01-01
1622,Left Behind (2014),Free,14000000,5700000,2014-01-01
1623,Legends of Oz: Dorothy's Return,CE,8500000,10200000,2014-01-01
1624,The Drop,FoxS,10700000,7900000,2014-01-01
1625,The Quiet Ones,LGF,8500000,9300000,2014-01-01
1626,Sabotage (2014),ORF,10500000,7000000,2014-01-01
1627,Addicted,LGF,17400000,0,2014-01-01
1628,Road to Ninja - Naruto the Movie,Elev.,43200,17300000,2014-01-01
1629,Calvary,FoxS,3600000,13300000,2014-01-01
1630,The Pyramid,Fox,2800000,14100000,2014-01-01
1631,Tyler Perry's The Single Moms Club,LGF,16000000,364000,2014-01-01
1632,Beyond Outrage,Magn.,3900,16200000,2014-01-01
1633,Before I Go To Sleep,CE,3200000,12200000,2014-01-01
1634,Vampire Academy,Wein.,7800000,7600000,2014-01-01
1635,Inherent Vice,WB,8100000,6600000,2014-01-01
1636,Island of Lemurs: Madagascar (IMAX),WB,11300000,2800000,2014-01-01
1637,The Two Faces of January,Magn.,507000,13000000,2014-01-01
1638,Fading Gigolo,MNE,3800000,9600000,2014-01-01
1639,Foxcatcher,SPC,12100000,0,2014-01-01
1640,A Most Violent Year,A24,5700000,6300000,2014-01-01
1641,The Interview (2014),Sony,6100000,5200000,2014-01-01
1642,One Chance,Wein.,101000,10800000,2014-01-01
1643,Bicycling with Moliere,Strand,59900,10700000,2014-01-01
1644,Belle,FoxS,10700000,0,2014-01-01
1645,Wetlands,Strand,59500,10500000,2014-01-01
1646,Moms' Night Out,TriS,10400000,0,2014-01-01
1647,The Babadook,IFC,964000,9300000,2014-01-01
1648,Nymphomaniac: Volume I,Magn.,786000,9500000,2014-01-01
1649,Gladiators of Rome,VPD,8200,10100000,2014-01-01
1650,Mood Indigo,Drft.,303000,9500000,2014-01-01
1651,Alan Partridge: The Movie,Magn.,153000,9600000,2014-01-01
1652,Venus in Fur,IFC,374000,8000000,2014-01-01
1653,Filth,Magn.,34400,8300000,2014-01-01
1654,What If (2014),CBS,3500000,4400000,2014-01-01
1655,Finding Fanny,FIP,616000,7100000,2014-01-01
1656,Pride (2014),CBS,1400000,6100000,2014-01-01
1657,Chinese Puzzle,Cohen,339000,7100000,2014-01-01
1658,A Long Way Down,Magn.,13300,7200000,2014-01-01
1659,Jessabelle,LGF,0,7000000,2014-01-01
1660,"Two Days, One Night",IFC,1400000,5400000,2014-01-01
1661,A Letter to Momo,GK,71700,6700000,2014-01-01
1662,Cantinflas,LGF,6400000,0,2014-01-01
1663,Le Chef,Cohen,343000,5900000,2014-01-01
1664,Mas Negro Que La Noche,LGF,870000,5200000,2014-01-01
1665,French Gigolo (Cliente),IFC,3000,6000000,2014-01-01
1666,The Trip to Italy,IFC,2900000,3000000,2014-01-01
1667,The Immigrant,Wein.,2000000,3800000,2014-01-01
1668,Wish I Was Here,Focus,3600000,1900000,2014-01-01
1669,Under the Skin (2014),A24,2600000,2800000,2014-01-01
1670,The Skeleton Twins,RAtt.,5300000,0,2014-01-01
1671,The French Minister,IFC,12000,5100000,2014-01-01
1672,Ernest & Celestine,GK,262000,4800000,2014-01-01
1673,Tracks (2014),Wein.,510000,4400000,2014-01-01
1674,The Love Punch,KE,267000,4500000,2014-01-01
1675,Dear White People,RAtt.,4400000,0,2014-01-01
1676,The Lunchbox,SPC,4200000,0,2014-01-01
1677,My Old Lady,Cohen,4000000,0,2014-01-01
1678,Diplomacy,Zeit.,231000,3700000,2014-01-01
1679,Horns,RTWC,174000,3700000,2014-01-01
1680,Ida,MBox,3800000,0,2014-01-01
1681,14 Blades,RTWC,0,3800000,2014-01-01
1682,Ragnarok,Magn.,1400,3700000,2014-01-01
1683,Veronica Mars,WB,3300000,195000,2014-01-01
1684,Mommy,RAtt.,3500000,0,2014-01-01
1685,Jack and the Cuckoo-Clock Heart,Shout!,0,3400000,2014-01-01
1686,The Grand Seduction,EOne,3400000,0,2014-01-01
1687,Enemy,A24,1000000,2400000,2014-01-01
1688,Words and Pictures,RAtt.,2200000,1200000,2014-01-01
1689,The Protector 2,Magn.,2500,3300000,2014-01-01
1690,The Rover,A24,1100000,2100000,2014-01-01
1691,The Mystery of Happiness,Strand,8500,3200000,2014-01-01
1692,Rosewater,ORF,3100000,0,2014-01-01
1693,Obvious Child,A24,3100000,0,2014-01-01
1694,The German Doctor,Gold.,418000,2600000,2014-01-01
1695,Citizenfour,RTWC,2800000,202000,2014-01-01
1696,A Coffee in Berlin,MBox,150000,2600000,2014-01-01
1697,The Good Lie,WB,2700000,0,2014-01-01
1698,The Raid 2,SPC,2600000,0,2014-01-01
1699,Living is Easy with Eyes Closed,Outs,11600,2600000,2014-01-01
1700,A Five Star Life,MBox,307000,2200000,2014-01-01
1701,Kick,UTV,2500000,0,2014-01-01
1702,Kill the Messenger,Focus,2500000,0,2014-01-01
1703,The Homesman,Saban,2400000,0,2014-01-01
1704,Blood Ties (2014),RAtt.,42500,2400000,2014-01-01
1705,The Guest (2014),PH,333000,2000000,2014-01-01
1706,Life of Riley,KL,11600,2300000,2014-01-01
1707,Ode to My Father,CJ,2300000,0,2014-01-01
1708,Love is Strange,SPC,2300000,0,2014-01-01
1709,Marius,KL,9800,2200000,2014-01-01
1710,"Men, Women & Children",Par.,706000,1500000,2014-01-01
1711,2 States,UTV,2200000,0,2014-01-01
1712,Nymphomaniac: Volume II,Magn.,327000,1900000,2014-01-01
1713,Le Week-End,MBox,2200000,0,2014-01-01
1714,Gloria (2014),RAtt.,2100000,0,2014-01-01
1715,"20,000 Days on Earth",Drft.,280000,1800000,2014-01-01
1716,Only Lovers Left Alive,SPC,1900000,0,2014-01-01
1717,Tusk,A24,1800000,0,2014-01-01
1718,Awake: The Life of Yogananda,CF&SR,1500000,0,2014-01-01
1719,Fed Up,RTWC,1500000,0,2014-01-01
1720,Finding Vivian Maier,IFC,1500000,0,2014-01-01
1721,Make Your Move,HTR,125000,1300000,2014-01-01
1722,Bright Days Ahead,Trib.,21800,1400000,2014-01-01
1723,Locke,A24,1400000,0,2014-01-01
1724,Force Majeure,Magn.,1400000,0,2014-01-01
1725,Postman Pat: The Movie,Shout!,1500,1300000,2014-01-01
1726,Just a Sigh,Distrib.,75500,1200000,2014-01-01
1727,Jai Ho,Eros,1300000,0,2014-01-01
1728,For a Woman,FM,32299,1200000,2014-01-01
1729,Singham Returns,Eros,1200000,0,2014-01-01
1730,Why Don't You Play in Hell,Drft.,28500,1200000,2014-01-01
1731,The Remaining,Triu,1200000,0,2014-01-01
1732,The Way He Looks,Strand,101000,1100000,2014-01-01
1733,Ilo Ilo,FM,56800,1100000,2014-01-01
1734,Hector And The Search For Happiness,Rela.,1100000,0,2014-01-01
1735,Leviathan (2014),SPC,1100000,0,2014-01-01
1736,The Captive,A24,1100000,0,2014-01-01
1737,Laggies,A24,1100000,0,2014-01-01
1738,Jackpot,DR,800,1100000,2014-01-01
1739,Lila Lila,Crnth,0,1100000,2014-01-01
1740,Haider,UTV,1000000,0,2014-01-01
1741,Third Person,SPC,1000000,0,2014-01-01
1742,Borgman,Drft.,57500,952000,2014-01-01
1743,The Disappearance of Eleanor Rigby,Wein.,588000,397000,2014-01-01
1744,Shaadi Ke Side Effects,Eros,921000,0,2014-01-01
1745,Song of the Sea,GK,858000,0,2014-01-01
1746,Kochadaiiyaan,Eros,817000,0,2014-01-01
1747,Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),MBox,3300,797000,2014-01-01
1748,The Zero Theorem,Ampl.,258000,513000,2014-01-01
1749,Palo Alto,Trib.,768000,0,2014-01-01
1750,Ek Villain,Eros,731000,0,2014-01-01
1751,Khoobsurat,UTV,711000,0,2014-01-01
1752,Holiday (2014),Relbig.,707000,0,2014-01-01
1753,Hasee Toh Phasee,Relbig.,646000,0,2014-01-01
1754,Frank,Magn.,645000,0,2014-01-01
1755,Mary Kom,Eros,621000,0,2014-01-01
1756,The Signal (2014),Focus,601000,0,2014-01-01
1757,Back in Time (Congcong Nanian),CL,569000,0,2014-01-01
1758,Highway (2014),UTV,529000,0,2014-01-01
1759,Dom Hemingway,FoxS,524000,0,2014-01-01
1760,The One I Love,RTWC,513000,0,2014-01-01
1761,Archipelago,KL,7800,492000,2014-01-01
1762,A Girl Walks Home Alone at Night,KL,492000,0,2014-01-01
1763,The Congress,Drft.,138000,318000,2014-01-01
1764,In Secret,RAtt.,444000,0,2014-01-01
1765,Bjork - Biophilia Live,CP,128000,306000,2014-01-01
1766,But Always (Yi Sheng Yi Shi),CL,431000,0,2014-01-01
1767,Beijing Love Story,CL,428000,0,2014-01-01
1768,Goodbye to Language,KL,390000,0,2014-01-01
1769,Humpty Sharma Ki Dulhania,Relbig.,380000,0,2014-01-01
1770,Women Who Flirt (Sajiao Nvren),CL,375000,0,2014-01-01
1771,Joe (2014),RAtt.,373000,0,2014-01-01
1772,Omar,AF,356000,0,2014-01-01
1773,The Face of Love,IFC,350000,0,2014-01-01
1774,Jimi: All Is By My Side,XL,341000,0,2014-01-01
1775,I Origins,FoxS,336000,0,2014-01-01
1776,The Last Sentence,MBox,62500,265000,2014-01-01
1777,On My Way,Cohen,317000,0,2014-01-01
1778,Happy Ending,Eros,314000,0,2014-01-01
1779,I Am Eleven,Proud,310000,0,2014-01-01
1780,7 Boxes,BGP,38100,267000,2014-01-01
1781,The Dance of Reality,Abk.,294000,0,2014-01-01
1782,Elsa & Fred (2014),MNE,286000,0,2014-01-01
1783,Main Tera Hero,Eros,275000,0,2014-01-01
1784,Night Moves,Cdgm.,272000,0,2014-01-01
1785,Love on the Cloud (Wei Ai),CL,272000,0,2014-01-01
1786,Life of Crime,RAtt.,265000,0,2014-01-01
1787,The Green Prince,MBox,258000,0,2014-01-01
1788,Action Jackson (2014),Eros,257000,0,2014-01-01
1789,The Blue Room,IFC,255000,0,2014-01-01
1790,Tazza: The Hidden Card,CJ,252000,0,2014-01-01
1791,James Cameron's Deepsea Challenge 3D,DLA,236000,0,2014-01-01
1792,Gabrielle (2014),EOne,5500,222000,2014-01-01
1793,The Breakup Guru,CL,209000,0,2014-01-01
1794,Bethlehem,AF,202000,0,2014-01-01
1795,The Double (2014),Magn.,200000,0,2014-01-01
1796,Listen Up Philip,Trib.,200000,0,2014-01-01
1797,We Are The Best!,Magn.,181000,0,2014-01-01
1798,That Demon Within,CL,172000,0,2014-01-01
1799,God's Pocket,IFC,170000,0,2014-01-01
1800,Unrelated,KL,4500,154000,2014-01-01
1801,The Polar Express (2014 re-issue),WB,139000,0,2014-01-01
1802,May in the Summer,Cohen,22000,112000,2014-01-01
1803,The Jewish Cardinal,FM,134000,0,2014-01-01
1804,Zero Motivation,Zeit.,116000,0,2014-01-01
1805,Life's a Breeze,Magn.,3500,99700,2014-01-01
1806,The Golden Era,CL,103000,0,2014-01-01
1807,God Help the Girl,Ampl.,103000,0,2014-01-01
1808,The Best Offer,IFC,100000,0,2014-01-01
1809,Child's Pose,Zeit.,97200,0,2014-01-01
1810,Cuban Fury,EOne,92400,0,2014-01-01
1811,Girl on a Bicycle,Mont.,91400,0,2014-01-01
1812,Breathe In,Cohen,89700,0,2014-01-01
1813,Life After Beth,A24,88300,0,2014-01-01
1814,Advanced Style,B360,87900,0,2014-01-01
1815,Better Living Through Chemistry,Gold.,75100,0,2014-01-01
1816,For No Good Reason,SPC,67400,0,2014-01-01
1817,The Notebook (2014),SPC,66600,0,2014-01-01
1818,Heropanti,UTV,63600,0,2014-01-01
1819,No Tears for the Dead,CJ,63100,0,2014-01-01
1820,Young and Beautiful,IFC,61100,0,2014-01-01
1821,Siddharth,Zeit.,60500,0,2014-01-01
1822,Walk of Shame,FCW,59200,0,2014-01-01
1823,The Conformist (2014 re-release),KL,58700,0,2014-01-01
1824,Rudderless,Gold.,58300,0,2014-01-01
1825,The Rocket (2014),KL,56800,0,2014-01-01
1826,In Bloom,BWP,56100,0,2014-01-01
1827,Starred Up,Trib.,54900,0,2014-01-01
1828,Half of a Yellow Sun,Mont.,54500,0,2014-01-01
1829,Hateship Loveship,IFC,54000,0,2014-01-01
1830,"1,000 Times Good Night",FM,53900,0,2014-01-01
1831,The Missing Picture,Strand,52200,0,2014-01-01
1832,Decoding Annie Parker,EOne,48400,0,2014-01-01
1833,Alphaville (2013 re-release),Rialto,47700,0,2014-01-01
1834,Return to The Hiding Place,SEA,45400,0,2014-01-01
1835,Policeman,Crnth,11300,27000,2014-01-01
1836,White Bird in a Blizzard,Magn.,33800,0,2014-01-01
1837,The Hero of Color City,Magn.,32200,0,2014-01-01
1838,Bird People,IFC,32100,0,2014-01-01
1839,Closed Curtain,Vari.,28100,0,2014-01-01
1840,Lilting,Strand,27100,0,2014-01-01
1841,Adult World,IFC,25400,0,2014-01-01
1842,A Tale of Winter (Conte d'hiver),BWP,23300,0,2014-01-01
1843,The Decent One,KL,21300,0,2014-01-01
1844,Guardian Angel,RME,19500,0,2014-01-01
1845,Tasting Menu,Magn.,18700,0,2014-01-01
1846,Two Night Stand,EOne,18600,0,2014-01-01
1847,Burning Bush,KL,16700,0,2014-01-01
1848,Horses of God,KL,14800,0,2014-01-01
1849,13 Sins,RTWC,13800,0,2014-01-01
1850,Camp X-Ray,IFC,13300,0,2014-01-01
1851,Special ID,WGUSA,12700,0,2014-01-01
1852,Wolves,KE,12100,0,2014-01-01
1853,Falcon Rising,Free,11800,0,2014-01-01
1854,You're Not You,EOne,11500,0,2014-01-01
1855,The Amazing Catfish,Strand,11300,0,2014-01-01
1856,Stray Dogs,CGld,10400,0,2014-01-01
1857,Canopy,Mont.,8500,0,2014-01-01
1858,Love is in the Air,FCW,8400,0,2014-01-01
1859,Empty Hours,Strand,8200,0,2014-01-01
1860,Rigor Mortis,WGUSA,7900,0,2014-01-01
1861,The Little Bedroom,CLS,7400,0,2014-01-01
1862,Plot for Peace,,7100,0,2014-01-01
1863,Very Good Girls,WGUSA,6900,0,2014-01-01
1864,Pioneer,Magn.,6900,0,2014-01-01
1865,Life of a King,MNE,6500,0,2014-01-01
1866,The Strange Little Cat,KS,5900,0,2014-01-01
1867,"2 Autumns, 3 Winters",FM,5800,0,2014-01-01
1868,The Devil's Hand,RAtt.,5700,0,2014-01-01
1869,Anna,VE,4300,0,2014-01-01
1870,Open Windows,Cdgm.,1800,0,2014-01-01
1871,Mr. Pip,Free,1700,0,2014-01-01
1872,Star Wars: The Force Awakens,BV,936700000,1131,2015-01-01
1873,Jurassic World,Uni.,652300000,1019,2015-01-01
1874,Furious 7,Uni.,353000000,1163,2015-01-01
1875,Avengers: Age of Ultron,BV,459000000,946400000,2015-01-01
1876,Minions,Uni.,336000000,823400000,2015-01-01
1877,Spectre,Sony,200100000,680600000,2015-01-01
1878,Inside Out,BV,356500000,501100000,2015-01-01
1879,Mission: Impossible - Rogue Nation,Par.,195000000,487700000,2015-01-01
1880,The Hunger Games: Mockingjay - Part 2,LGF,281700000,371700000,2015-01-01
1881,The Martian,Fox,228400000,401700000,2015-01-01
1882,Fifty Shades of Grey,Uni.,166200000,404800000,2015-01-01
1883,Cinderella (2015),BV,201200000,342400000,2015-01-01
1884,The Revenant,Fox,183600000,349300000,2015-01-01
1885,Ant-Man,BV,180200000,339100000,2015-01-01
1886,Hotel Transylvania 2,Sony,169700000,305100000,2015-01-01
1887,San Andreas,WB (NL),155200000,318800000,2015-01-01
1888,Terminator: Genisys,Par.,89800000,350800000,2015-01-01
1889,Kingsman: The Secret Service,Fox,128300000,286100000,2015-01-01
1890,Home (2015),Fox,177400000,208600000,2015-01-01
1891,Mad Max: Fury Road,WB,153600000,224800000,2015-01-01
1892,The Good Dinosaur,BV,123100000,209100000,2015-01-01
1893,Taken 3,Fox,89300000,237200000,2015-01-01
1894,The SpongeBob Movie: Sponge Out of Water,Par.,163000000,162200000,2015-01-01
1895,Maze Runner: The Scorch Trials,Fox,81700000,230600000,2015-01-01
1896,The Divergent Series: Insurgent,LG/S,130199999,167100000,2015-01-01
1897,Pitch Perfect 2,Uni.,184300000,103200000,2015-01-01
1898,Paddington,W/Dim.,76300000,191800000,2015-01-01
1899,Mojin: The Lost Legend,WGUSA,1200000,258100000,2015-01-01
